Tags,URL,Content,date,title,content_clean,content_for_nlp,tokens,content_processed,token_count,dominant_topic,topic_prob,extracted_orgs,os_id,osh_factory_matched,ner_match_score,bhrrc_factory_matched,bhrrc_match_score
Labour News,https://www.myanmarlabournews.com/en/posts/workers-at-chai-moon-sports-myanmar-forced-to-sign-warnings-for-refusing-overtime-some-dismissed,"Workers at the Chai Moon Sports (Myanmar) garment factory, located in Ward No. 13, Pathein Township, Ayeyarwady Region, say that those who refuse to work overtime on factory holidays are required to sign warning letters, and some workers have been dismissed. “Lines 1, 2, 5, 6, and 7 are called most frequently for overtime. We have to sign warning letters if we don’t work overtime on holidays. On days when production is urgent, they call for overnight work, give no rest, and make us continue working into the next morning. The production targets are extremely high we don’t even have time to go to the toilet and have to keep sewing. Overtime is called continuously. When overtime is announced, they collect signatures, and if we don’t sign, we are scolded,” a worker said. Workers also said that supervisors who oversee two lines each compete with one another due to personal conflicts, putting pressure on workers to meet targets for their own recognition. Discrimination in the workplace and frequent dismissals have led to a lack of job security. “A line supervisor, Daw ———, discriminates against workers. Those she dislikes are easily dismissed, and after one or two days, new workers are hired. She also speaks to workers rudely,” said a worker from the factory. After reports about workers’ conditions were published, workers said retaliation has increased, and management is secretly investigating who reported the information. “Although there is a rule banning betel chewing in the factory and cleaners are assigned to monitor it, some people openly chew betel during working hours. If workers are caught chewing, they are made to sign warning letters. Announcements are made over loudspeakers to shame them, their staff ID cards are confiscated, and they are taken to the office, forced to open their mouths for photos, and those photos are posted at the factory entrance,” workers said. The Chai Moon Sports (Myanmar) garment factory employs around 700 workers and produces for brands such as Karrimor and Campri. It is reportedly a branch of Haker. Workers are calling on factory officials to take responsibility and address these issues. To uphold the rule of law needed to improve the social-economic life of the working class in Myanmar. To help the transition to democracy as media role in the workforce gender equity.",17/03/2026,"Workers at Chai Moon Sports (Myanmar) Forced to Sign Warnings for Refusing Overtime, Some Dismissed",workers at the chai moon sports myanmar garment factory located in ward no 13 pathein township ayeyarwady region say that those who refuse to work overtime on factory holidays are required to sign warning letters and some workers have been dismissed lines 1 2 5 6 and 7 are called most frequently for overtime we have to sign warning letters if we dont work overtime on holidays on days when production is urgent they call for overnight work give no rest and make us continue working into the next morning the production targets are extremely high we dont even have time to go to the toilet and have to keep sewing overtime is called continuously when overtime is announced they collect signatures and if we dont sign we are scolded a worker said workers also said that supervisors who oversee two lines each compete with one another due to personal conflicts putting pressure on workers to meet targets for their own recognition discrimination in the workplace and frequent dismissals have led to a lack of job security a line supervisor daw discriminates against workers those she dislikes are easily dismissed and after one or two days new workers are hired she also speaks to workers rudely said a worker from the factory after reports about workers conditions were published workers said retaliation has increased and management is secretly investigating who reported the information although there is a rule banning betel chewing in the factory and cleaners are assigned to monitor it some people openly chew betel during working hours if workers are caught chewing they are made to sign warning letters announcements are made over loudspeakers to shame them their staff id cards are confiscated and they are taken to the office forced to open their mouths for photos and those photos are posted at the factory entrance workers said the chai moon sports myanmar garment factory employs around 700 workers and produces for brands such as karrimor and campri it is reportedly a branch of haker workers are calling on factory officials to take responsibility and address these issues,workers at the chai moon sports myanmar garment factory located in ward no pathein township ayeyarwady region say that those who refuse to work overtime on factory holidays are required to sign warning letters and some workers have been dismissed lines and are called most frequently for overtime we have to sign warning letters if we dont work overtime on holidays on days when production is urgent they call for overnight work give no rest and make us continue working into the next morning the production targets are extremely high we dont even have time to go to the toilet and have to keep sewing overtime is called continuously when overtime is announced they collect signatures and if we dont sign we are scolded a worker said workers also said that supervisors who oversee two lines each compete with one another due to personal conflicts putting pressure on workers to meet targets for their own recognition discrimination in the workplace and frequent dismissals have led to a lack of job security a line supervisor daw discriminates against workers those she dislikes are easily dismissed and after one or two days new workers are hired she also speaks to workers rudely said a worker from the factory after reports about workers conditions were published workers said retaliation has increased and management is secretly investigating who reported the information although there is a rule banning betel chewing in the factory and cleaners are assigned to monitor it some people openly chew betel during working hours if workers are caught chewing they are made to sign warning letters announcements are made over loudspeakers to shame them their staff id cards are confiscated and they are taken to the office forced to open their mouths for photos and those photos are posted at the factory entrance workers said the chai moon sports myanmar garment factory employs around workers and produces for brands such as karrimor and campri it is reportedly a branch of haker workers are calling on factory officials to take responsibility and address these issues,"['chai', 'moon', 'sport', 'located', 'ward', 'pathein', 'township', 'ayeyarwady', 'region', 'say', 'refuse', 'work', 'overtime', 'holiday', 'required', 'sign', 'warning', 'letter', 'dismissed', 'line', 'called', 'frequently', 'overtime', 'sign', 'warning', 'letter', 'dont', 'work', 'overtime', 'holiday', 'day', 'production', 'urgent', 'call', 'overnight', 'work', 'give', 'rest', 'make', 'continue', 'working', 'next', 'morning', 'production', 'target', 'extremely', 'high', 'dont', 'even', 'time', 'toilet', 'keep', 'sewing', 'overtime', 'called', 'continuously', 'overtime', 'announced', 'collect', 'signature', 'dont', 'sign', 'scolded', 'supervisor', 'oversee', 'line', 'compete', 'another', 'due', 'personal', 'conflict', 'putting', 'pressure', 'meet', 'target', 'recognition', 'discrimination', 'workplace', 'frequent', 'dismissal', 'led', 'lack', 'job', 'security', 'line', 'supervisor', 'daw', 'discriminates', 'dislike', 'easily', 'dismissed', 'day', 'new', 'hired', 'speaks', 'rudely', 'report', 'condition', 'published', 'retaliation', 'increased', 'management', 'secretly', 'investigating', 'reported', 'information', 'although', 'rule', 'banning', 'betel', 'chewing', 'cleaner', 'assigned', 'monitor', 'people', 'openly', 'chew', 'betel', 'working', 'hour', 'caught', 'chewing', 'made', 'sign', 'warning', 'letter', 'announcement', 'made', 'loudspeaker', 'shame', 'staff', 'card', 'confiscated', 'taken', 'office', 'forced', 'open', 'mouth', 'photo', 'photo', 'posted', 'entrance', 'chai', 'moon', 'sport', 'employ', 'around', 'produce', 'brand', 'karrimor', 'campri', 'reportedly', 'branch', 'haker', 'calling', 'official', 'take', 'responsibility', 'address', 'issue']",chai moon sport located ward pathein township ayeyarwady region say refuse work overtime holiday required sign warning letter dismissed line called frequently overtime sign warning letter dont work overtime holiday day production urgent call overnight work give rest make continue working next morning production target extremely high dont even time toilet keep sewing overtime called continuously overtime announced collect signature dont sign scolded supervisor oversee line compete another due personal conflict putting pressure meet target recognition discrimination workplace frequent dismissal led lack job security line supervisor daw discriminates dislike easily dismissed day new hired speaks rudely report condition published retaliation increased management secretly investigating reported information although rule banning betel chewing cleaner assigned monitor people openly chew betel working hour caught chewing made sign warning letter announcement made loudspeaker shame staff card confiscated taken office forced open mouth photo photo posted entrance chai moon sport employ around produce brand karrimor campri reportedly branch haker calling official take responsibility address issue,160,4,0.4723,[],,,,,
Labour News,https://www.myanmarlabournews.com/en/posts/foreign-female-manager-at-jiangsu-soho-myanmar-accused-of-surveillance-and-arbitrary-dismissals,"Workers say that at the Jiangsu Soho Myanmar Industry garment factory, a Chinese female manager is directly overseeing operations, monitoring workers, and dismissing them arbitrarily. They also said that clerks have been instructed to monitor workers, creating a high-pressure working environment. “When the Chinese woman walks around the production lines, she scolds workers, takes photos, and then fires them the next day if she sees anyone standing or talking. Mainly, she dismisses immediately if she doesn’t like someone. The clerks follow her tone and behavior because she has instructed them to monitor us,” workers said. Workers said that the foreign manager does not understand what workers are saying and dismisses them without valid reasons. They also said that workers are not allowed to sign their own overtime records, and when requesting gate passes, clerks respond rudely. “We have to ask repeatedly to get a gate pass. Even when they agree, the clerks say things like ‘we’re too busy to deal with this’ or ‘why are you going out unnecessarily’ before giving it. As for overtime records, the clerks sign on behalf of workers. No matter how many overtime hours we work, they are the ones signing,” workers said. Workers also said that when production targets set by the factory are not met, line supervisors and supervisors shout and verbally abuse them, and that this has become worse during the Thingyan period. “The targets they set are unrealistic, so no production line can meet them. Supervisors and line leaders shout and scold us when we fail. They receive large Thingyan bonuses every year, so during this time, the exploitation and threats become worse. They have no sympathy for workers,” workers said. Although the official start time is 7:30 AM, workers said they are required to enter the workplace five minutes earlier. They also said that they do not receive legally entitled leave and that absences result in deductions from daily wages and attendance bonuses. Workers added that for the past two months, part of the 80,000 kyats snack allowance has been deducted, with only 30,000 kyats being paid instead of the full amount. “From the 80,000 kyats snack allowance, 50,000 kyats is deducted, and we only receive 30,000 kyats for two months now. In reality, this ‘snack allowance’ is actually a skill allowance, but now it’s being cut. We are also forced to work overtime every day. We are not granted casual or medical leave. If we are marked absent, 15,000 kyats is deducted from our daily wage and attendance bonus,” workers said. Workers also said that during lunch breaks, they are not allowed to rest inside the workplace and are only permitted to stay in the dining area, causing discomfort. The Jiangsu Soho Myanmar Industry garment factory employs around 1,000 workers and is Chinese-owned. It is located at the intersection of U Pho Hlaing Road and Twin Thin Taik Wun U Tun Nyo Road in Shwe Lin Ban Industrial Zone, Hlaingtharyar Township, Yangon. The factory manufacturing brands including LC Waikiki (LCW Vision) and Sinsay Men, according to workers. To uphold the rule of law needed to improve the social-economic life of the working class in Myanmar. To help the transition to democracy as media role in the workforce gender equity.",17/03/2026,Foreign Female Manager at Jiangsu Soho Myanmar Accused of Surveillance and Arbitrary Dismissals,workers say that at the jiangsu soho myanmar industry garment factory a chinese female manager is directly overseeing operations monitoring workers and dismissing them arbitrarily they also said that clerks have been instructed to monitor workers creating a highpressure working environment when the chinese woman walks around the production lines she scolds workers takes photos and then fires them the next day if she sees anyone standing or talking mainly she dismisses immediately if she doesnt like someone the clerks follow her tone and behavior because she has instructed them to monitor us workers said workers said that the foreign manager does not understand what workers are saying and dismisses them without valid reasons they also said that workers are not allowed to sign their own overtime records and when requesting gate passes clerks respond rudely we have to ask repeatedly to get a gate pass even when they agree the clerks say things like were too busy to deal with this or why are you going out unnecessarily before giving it as for overtime records the clerks sign on behalf of workers no matter how many overtime hours we work they are the ones signing workers said workers also said that when production targets set by the factory are not met line supervisors and supervisors shout and verbally abuse them and that this has become worse during the thingyan period the targets they set are unrealistic so no production line can meet them supervisors and line leaders shout and scold us when we fail they receive large thingyan bonuses every year so during this time the exploitation and threats become worse they have no sympathy for workers workers said although the official start time is 730 am workers said they are required to enter the workplace five minutes earlier they also said that they do not receive legally entitled leave and that absences result in deductions from daily wages and attendance bonuses workers added that for the past two months part of the 80000 kyats snack allowance has been deducted with only 30000 kyats being paid instead of the full amount from the 80000 kyats snack allowance 50000 kyats is deducted and we only receive 30000 kyats for two months now in reality this snack allowance is actually a skill allowance but now its being cut we are also forced to work overtime every day we are not granted casual or medical leave if we are marked absent 15000 kyats is deducted from our daily wage and attendance bonus workers said workers also said that during lunch breaks they are not allowed to rest inside the workplace and are only permitted to stay in the dining area causing discomfort the jiangsu soho myanmar industry garment factory employs around 1000 workers and is chineseowned it is located at the intersection of u pho hlaing road and twin thin taik wun u tun nyo road in shwe lin ban industrial zone hlaingtharyar township yangon the factory manufacturing brands including lc waikiki lcw vision and sinsay men according to workers,workers say that at the jiangsu soho myanmar industry garment factory a chinese female manager is directly overseeing operations monitoring workers and dismissing them arbitrarily they also said that clerks have been instructed to monitor workers creating a highpressure working environment when the chinese woman walks around the production lines she scolds workers takes photos and then fires them the next day if she sees anyone standing or talking mainly she dismisses immediately if she doesnt like someone the clerks follow her tone and behavior because she has instructed them to monitor us workers said workers said that the foreign manager does not understand what workers are saying and dismisses them without valid reasons they also said that workers are not allowed to sign their own overtime records and when requesting gate passes clerks respond rudely we have to ask repeatedly to get a gate pass even when they agree the clerks say things like were too busy to deal with this or why are you going out unnecessarily before giving it as for overtime records the clerks sign on behalf of workers no matter how many overtime hours we work they are the ones signing workers said workers also said that when production targets set by the factory are not met line supervisors and supervisors shout and verbally abuse them and that this has become worse during the thingyan period the targets they set are unrealistic so no production line can meet them supervisors and line leaders shout and scold us when we fail they receive large thingyan bonuses every year so during this time the exploitation and threats become worse they have no sympathy for workers workers said although the official start time is am workers said they are required to enter the workplace five minutes earlier they also said that they do not receive legally entitled leave and that absences result in deductions from daily wages and attendance bonuses workers added that for the past two months part of the kyats snack allowance has been deducted with only kyats being paid instead of the full amount from the kyats snack allowance kyats is deducted and we only receive kyats for two months now in reality this snack allowance is actually a skill allowance but now its being cut we are also forced to work overtime every day we are not granted casual or medical leave if we are marked absent kyats is deducted from our daily wage and attendance bonus workers said workers also said that during lunch breaks they are not allowed to rest inside the workplace and are only permitted to stay in the dining area causing discomfort the jiangsu soho myanmar industry garment factory employs around workers and is chineseowned it is located at the intersection of u pho hlaing road and twin thin taik wun u tun nyo road in shwe lin ban industrial zone hlaingtharyar township yangon the factory manufacturing brands including lc waikiki lcw vision and sinsay men according to workers,"['say', 'jiangsu', 'soho', 'industry', 'chinese', 'female', 'manager', 'directly', 'overseeing', 'operation', 'monitoring', 'dismissing', 'arbitrarily', 'clerk', 'instructed', 'monitor', 'creating', 'highpressure', 'working', 'environment', 'chinese', 'woman', 'walk', 'around', 'production', 'line', 'scold', 'take', 'photo', 'fire', 'next', 'day', 'see', 'anyone', 'standing', 'talking', 'mainly', 'dismisses', 'immediately', 'doesnt', 'like', 'someone', 'clerk', 'follow', 'tone', 'behavior', 'instructed', 'monitor', 'foreign', 'manager', 'understand', 'saying', 'dismisses', 'without', 'valid', 'reason', 'allowed', 'sign', 'overtime', 'record', 'requesting', 'gate', 'pass', 'clerk', 'respond', 'rudely', 'ask', 'repeatedly', 'get', 'gate', 'pas', 'even', 'agree', 'clerk', 'say', 'thing', 'like', 'busy', 'deal', 'going', 'unnecessarily', 'giving', 'overtime', 'record', 'clerk', 'sign', 'behalf', 'matter', 'many', 'overtime', 'hour', 'work', 'one', 'signing', 'production', 'target', 'set', 'met', 'line', 'supervisor', 'supervisor', 'shout', 'verbally', 'abuse', 'become', 'worse', 'thingyan', 'period', 'target', 'set', 'unrealistic', 'production', 'line', 'meet', 'supervisor', 'line', 'leader', 'shout', 'scold', 'fail', 'receive', 'large', 'thingyan', 'bonus', 'every', 'year', 'time', 'exploitation', 'threat', 'become', 'worse', 'sympathy', 'although', 'official', 'start', 'time', 'required', 'enter', 'workplace', 'minute', 'earlier', 'receive', 'legally', 'entitled', 'leave', 'absence', 'result', 'deduction', 'daily', 'wage', 'attendance', 'bonus', 'added', 'past', 'month', 'part', 'kyat', 'snack', 'allowance', 'deducted', 'kyat', 'paid', 'instead', 'full', 'amount', 'kyat', 'snack', 'allowance', 'kyat', 'deducted', 'receive', 'kyat', 'month', 'reality', 'snack', 'allowance', 'actually', 'skill', 'allowance', 'cut', 'forced', 'work', 'overtime', 'every', 'day', 'granted', 'casual', 'medical', 'leave', 'marked', 'absent', 'kyat', 'deducted', 'daily', 'wage', 'attendance', 'bonus', 'lunch', 'break', 'allowed', 'rest', 'inside', 'workplace', 'permitted', 'stay', 'dining', 'area', 'causing', 'discomfort', 'jiangsu', 'soho', 'industry', 'employ', 'around', 'chineseowned', 'located', 'intersection', 'pho', 'hlaing', 'road', 'twin', 'thin', 'taik', 'wun', 'tun', 'nyo', 'road', 'shwe', 'lin', 'ban', 'industrial', 'zone', 'hlaingtharyar', 'township', 'yangon', 'manufacturing', 'brand', 'including', 'waikiki', 'lcw', 'vision', 'sinsay', 'men']",say jiangsu soho industry chinese female manager directly overseeing operation monitoring dismissing arbitrarily clerk instructed monitor creating highpressure working environment chinese woman walk around production line scold take photo fire next day see anyone standing talking mainly dismisses immediately doesnt like someone clerk follow tone behavior instructed monitor foreign manager understand saying dismisses without valid reason allowed sign overtime record requesting gate pass clerk respond rudely ask repeatedly get gate pas even agree clerk say thing like busy deal going unnecessarily giving overtime record clerk sign behalf matter many overtime hour work one signing production target set met line supervisor supervisor shout verbally abuse become worse thingyan period target set unrealistic production line meet supervisor line leader shout scold fail receive large thingyan bonus every year time exploitation threat become worse sympathy although official start time required enter workplace minute earlier receive legally entitled leave absence result deduction daily wage attendance bonus added past month part kyat snack allowance deducted kyat paid instead full amount kyat snack allowance kyat deducted receive kyat month reality snack allowance actually skill allowance cut forced work overtime every day granted casual medical leave marked absent kyat deducted daily wage attendance bonus lunch break allowed rest inside workplace permitted stay dining area causing discomfort jiangsu soho industry employ around chineseowned located intersection pho hlaing road twin thin taik wun tun nyo road shwe lin ban industrial zone hlaingtharyar township yangon manufacturing brand including waikiki lcw vision sinsay men,243,2,0.5601,[],,,,Jiangsu Soho,90.0
Labour News,https://www.myanmarlabournews.com/en/posts/earnest-myanmar-wool-factory-forces-daily-overtime-and-pressures-workers-to-double-output-on-sundays,"I would like to report that at the Earnest Myanmar wool factory, we are being required to work overtime every day. The factory is located at the corner of U Pho Hlaing Road and Hospital Road 4, Shwe Lin Ban Industrial Zone, Hlaing Tharyar. We do not even have time to go and file a complaint at the labor office as we have to work every day. What I want to report is that from Monday to Saturday, we have to work until 8 PM. Even though we are working overtime, we are not given a break even at 4 PM. Although we are paid by piece rate, having to work overtime every day is not manageable for us. We are afraid of being targeted and losing our jobs if we report this to the supervisors. We are also told that we must work 8 hours on Sundays, which are supposed to be rest days. When overtime is required, we are not informed in advance. We understand that if we work on Sundays and public holidays, we should receive double daily wages. However, during a meeting, the employer told us that on Sundays we will only be paid based on how many pieces we sew, and we will not receive double daily wages. They also said that even if we work on a holiday, we will not receive any overtime pay and will only be paid 10,000 kyats if we only sew pieces worth 10,000 kyats. Even though we are working on holidays, we are still only paid the normal piece rate. The employer said that if we want to earn double pay on holidays, we must sew double the amount. We were told to work on the full moon day of Tabaung (March 2). The workers felt this was unfair and did not go to work. We did not receive any pay for that holiday. Since we are paid by piece rate, we have to sew even for holidays, and we are working under pressure. In other factories, workers who work six days and rest one day still receive full wages. But for us, we only get paid for holidays if we are able to sew enough pieces. They are deceiving us by paying only piece rates. Now we are also being told that we must work during the Thingyan holidays. They said that for those days, we will be paid 10,000 kyats per day along with piece rates. However, we want to return to our hometowns. If other workers go to work and we do not, we are afraid they will hold grudges against us. We want the labor office officials and relevant authorities to know about this. We are truly suffering losses, so please help us. To uphold the rule of law needed to improve the social-economic life of the working class in Myanmar. To help the transition to democracy as media role in the workforce gender equity.",17/03/2026,Earnest Myanmar Wool Factory Forces Daily Overtime and Pressures Workers to Double Output on Sundays,i would like to report that at the earnest myanmar wool factory we are being required to work overtime every day the factory is located at the corner of u pho hlaing road and hospital road 4 shwe lin ban industrial zone hlaing tharyar we do not even have time to go and file a complaint at the labor office as we have to work every day what i want to report is that from monday to saturday we have to work until 8 pm even though we are working overtime we are not given a break even at 4 pm although we are paid by piece rate having to work overtime every day is not manageable for us we are afraid of being targeted and losing our jobs if we report this to the supervisors we are also told that we must work 8 hours on sundays which are supposed to be rest days when overtime is required we are not informed in advance we understand that if we work on sundays and public holidays we should receive double daily wages however during a meeting the employer told us that on sundays we will only be paid based on how many pieces we sew and we will not receive double daily wages they also said that even if we work on a holiday we will not receive any overtime pay and will only be paid 10000 kyats if we only sew pieces worth 10000 kyats even though we are working on holidays we are still only paid the normal piece rate the employer said that if we want to earn double pay on holidays we must sew double the amount we were told to work on the full moon day of tabaung march 2 the workers felt this was unfair and did not go to work we did not receive any pay for that holiday since we are paid by piece rate we have to sew even for holidays and we are working under pressure in other factories workers who work six days and rest one day still receive full wages but for us we only get paid for holidays if we are able to sew enough pieces they are deceiving us by paying only piece rates now we are also being told that we must work during the thingyan holidays they said that for those days we will be paid 10000 kyats per day along with piece rates however we want to return to our hometowns if other workers go to work and we do not we are afraid they will hold grudges against us we want the labor office officials and relevant authorities to know about this we are truly suffering losses so please help us,i would like to report that at the earnest myanmar wool factory we are being required to work overtime every day the factory is located at the corner of u pho hlaing road and hospital road shwe lin ban industrial zone hlaing tharyar we do not even have time to go and file a complaint at the labor office as we have to work every day what i want to report is that from monday to saturday we have to work until pm even though we are working overtime we are not given a break even at pm although we are paid by piece rate having to work overtime every day is not manageable for us we are afraid of being targeted and losing our jobs if we report this to the supervisors we are also told that we must work hours on sundays which are supposed to be rest days when overtime is required we are not informed in advance we understand that if we work on sundays and public holidays we should receive double daily wages however during a meeting the employer told us that on sundays we will only be paid based on how many pieces we sew and we will not receive double daily wages they also said that even if we work on a holiday we will not receive any overtime pay and will only be paid kyats if we only sew pieces worth kyats even though we are working on holidays we are still only paid the normal piece rate the employer said that if we want to earn double pay on holidays we must sew double the amount we were told to work on the full moon day of tabaung march the workers felt this was unfair and did not go to work we did not receive any pay for that holiday since we are paid by piece rate we have to sew even for holidays and we are working under pressure in other factories workers who work six days and rest one day still receive full wages but for us we only get paid for holidays if we are able to sew enough pieces they are deceiving us by paying only piece rates now we are also being told that we must work during the thingyan holidays they said that for those days we will be paid kyats per day along with piece rates however we want to return to our hometowns if other workers go to work and we do not we are afraid they will hold grudges against us we want the labor office officials and relevant authorities to know about this we are truly suffering losses so please help us,"['like', 'report', 'earnest', 'wool', 'required', 'work', 'overtime', 'every', 'day', 'located', 'corner', 'pho', 'hlaing', 'road', 'hospital', 'road', 'shwe', 'lin', 'ban', 'industrial', 'zone', 'hlaing', 'tharyar', 'even', 'time', 'file', 'complaint', 'labor', 'office', 'work', 'every', 'day', 'want', 'report', 'monday', 'saturday', 'work', 'even', 'though', 'working', 'overtime', 'given', 'break', 'even', 'although', 'paid', 'piece', 'rate', 'work', 'overtime', 'every', 'day', 'manageable', 'afraid', 'targeted', 'losing', 'job', 'report', 'supervisor', 'must', 'work', 'hour', 'sunday', 'supposed', 'rest', 'day', 'overtime', 'required', 'informed', 'advance', 'understand', 'work', 'sunday', 'public', 'holiday', 'receive', 'double', 'daily', 'wage', 'however', 'meeting', 'employer', 'sunday', 'paid', 'based', 'many', 'piece', 'sew', 'receive', 'double', 'daily', 'wage', 'even', 'work', 'holiday', 'receive', 'overtime', 'pay', 'paid', 'kyat', 'sew', 'piece', 'worth', 'kyat', 'even', 'though', 'working', 'holiday', 'still', 'paid', 'normal', 'piece', 'rate', 'employer', 'want', 'earn', 'double', 'pay', 'holiday', 'must', 'sew', 'double', 'amount', 'work', 'full', 'moon', 'day', 'tabaung', 'march', 'felt', 'unfair', 'work', 'receive', 'pay', 'holiday', 'since', 'paid', 'piece', 'rate', 'sew', 'even', 'holiday', 'working', 'pressure', 'factory', 'work', 'day', 'rest', 'day', 'still', 'receive', 'full', 'wage', 'get', 'paid', 'holiday', 'able', 'sew', 'enough', 'piece', 'deceiving', 'paying', 'piece', 'rate', 'must', 'work', 'thingyan', 'holiday', 'day', 'paid', 'kyat', 'per', 'day', 'along', 'piece', 'rate', 'however', 'want', 'return', 'hometown', 'work', 'afraid', 'hold', 'grudge', 'want', 'labor', 'office', 'official', 'relevant', 'authority', 'know', 'truly', 'suffering', 'loss', 'please', 'help']",like report earnest wool required work overtime every day located corner pho hlaing road hospital road shwe lin ban industrial zone hlaing tharyar even time file complaint labor office work every day want report monday saturday work even though working overtime given break even although paid piece rate work overtime every day manageable afraid targeted losing job report supervisor must work hour sunday supposed rest day overtime required informed advance understand work sunday public holiday receive double daily wage however meeting employer sunday paid based many piece sew receive double daily wage even work holiday receive overtime pay paid kyat sew piece worth kyat even though working holiday still paid normal piece rate employer want earn double pay holiday must sew double amount work full moon day tabaung march felt unfair work receive pay holiday since paid piece rate sew even holiday working pressure factory work day rest day still receive full wage get paid holiday able sew enough piece deceiving paying piece rate must work thingyan holiday day paid kyat per day along piece rate however want return hometown work afraid hold grudge want labor office official relevant authority know truly suffering loss please help,196,2,0.9943,[],,,,,
